num players,unite,random,mean,std
5,True,False,1.0,0.0
6,True,False,0.85,0.3570714214271425
7,True,False,0.93,0.2551470164434615
8,True,False,0.78,0.41424630354415964
9,True,False,1.0,0.0
10,True,False,0.88,0.32496153618543844
11,True,False,1.0,0.0
12,True,False,0.92,0.2712931993250107
13,True,False,0.9,0.3
14,True,False,0.82,0.3841874542459709
15,True,False,0.92,0.2712931993250107
16,True,False,0.88,0.32496153618543844
17,True,False,0.92,0.2712931993250107
18,True,False,0.86,0.3469870314579494
19,True,False,0.9,0.3
20,True,False,0.8484848484848485,0.3585502898848252
21,True,False,0.8787878787878788,0.3263736246748184
22,True,False,1.0,0.0
23,True,False,0.9090909090909091,0.28747978728803447
24,True,False,0.7878787878787878,0.4088102291888498
25,True,False,1.0,0.0
26,True,False,0.7878787878787878,0.40881022918884974
27,True,False,0.9090909090909091,0.28747978728803447
28,True,False,0.7575757575757576,0.42854956435548336
29,True,False,0.9090909090909091,0.28747978728803447
30,True,False,0.92,0.2712931993250107
31,True,False,0.84,0.36660605559646714
32,True,False,0.8,0.4
33,True,False,0.84,0.36660605559646714
34,True,False,0.8,0.4
35,True,False,0.84,0.3666060555964672
36,True,False,0.88,0.32496153618543844
37,True,False,0.92,0.2712931993250107
38,True,False,0.8,0.4
39,True,False,0.92,0.2712931993250107
40,True,False,0.85,0.3570714214271425
41,True,False,0.95,0.21794494717703372
42,True,False,0.7,0.45825756949558394
43,True,False,0.8,0.4
44,True,False,0.7,0.45825756949558394
45,True,False,0.95,0.21794494717703372
46,True,False,0.8,0.4
47,True,False,0.9,0.3
48,True,False,0.85,0.3570714214271425
49,True,False,0.95,0.21794494717703372
50,True,False,0.75,0.4330127018922193
51,True,False,0.9375,0.24206145913796356
52,True,False,0.6875,0.46351240544347894
53,True,False,0.9375,0.24206145913796356
54,True,False,0.625,0.4841229182759271
55,True,False,0.75,0.4330127018922193
56,True,False,0.8125,0.3903123748998999
57,True,False,0.875,0.33071891388307384
58,True,False,0.6875,0.46351240544347894
59,True,False,0.875,0.33071891388307384
60,True,False,0.7142857142857143,0.45175395145262565
61,True,False,0.8571428571428571,0.3499271061118826
62,True,False,0.7857142857142857,0.41032590332414487
63,True,False,0.9285714285714286,0.25753937681885636
64,True,False,0.7142857142857143,0.45175395145262565
65,True,False,1.0,0.0
66,True,False,0.8571428571428571,0.3499271061118826
67,True,False,0.9285714285714286,0.25753937681885636
68,True,False,0.8571428571428571,0.3499271061118826
69,True,False,0.9285714285714286,0.25753937681885636
70,True,False,0.9166666666666666,0.2763853991962833
71,True,False,0.9166666666666666,0.2763853991962833
72,True,False,0.75,0.4330127018922193
73,True,False,0.9166666666666666,0.2763853991962833
74,True,False,0.5833333333333334,0.4930066485916347
75,True,False,0.9166666666666666,0.2763853991962833
76,True,False,0.5,0.5
77,True,False,1.0,0.0
78,True,False,0.75,0.4330127018922193
79,True,False,0.9166666666666666,0.2763853991962833
80,True,False,0.7272727272727273,0.4453617714151233
81,True,False,0.8181818181818182,0.385694607919935
82,True,False,0.8181818181818182,0.385694607919935
83,True,False,1.0,0.0
84,True,False,0.9090909090909091,0.28747978728803447
85,True,False,1.0,0.0
86,True,False,0.9090909090909091,0.28747978728803447
87,True,False,1.0,0.0
88,True,False,0.8181818181818182,0.385694607919935
89,True,False,0.9090909090909091,0.28747978728803447
90,True,False,0.8,0.4
91,True,False,0.9,0.30000000000000004
92,True,False,0.8,0.4
93,True,False,1.0,0.0
94,True,False,0.5,0.5
95,True,False,1.0,0.0
96,True,False,0.7,0.45825756949558394
97,True,False,1.0,0.0
98,True,False,0.9,0.30000000000000004
99,True,False,0.9,0.30000000000000004
